OWNER_CIK,OWNER_NAME,Weighted_Return_6M,Weighted_Return_1Y,Weighted_Return_18M,Weighted_SP500_6M,Weighted_SP500_1Y,Weighted_SP500_18M,Weighted_Sector_6M,Weighted_Sector_1Y,Weighted_Sector_18M,Return_vs_SP500_6M,Return_vs_SP500_1Y,Return_vs_SP500_18M,Return_vs_Sector_6M,Return_vs_Sector_1Y,Return_vs_Sector_18M,Avg_Transaction_Value,Total_Transaction_Value,Transaction_Count,Number_of_Companies,Most_Common_Company,Most_Active_Sector,Most_Common_Company_Cap_Category,Earliest_Transaction_Year,Most_Recent_Transaction_Year,Unique_Transaction_Years
67088,MITSUBISHI UFJ FINANCIAL GROUP INC,20.05,18.17,13.95,0.08,0.06,0.09,0.07,0.02,0.00,19.98,18.10,13.87,19.99,18.15,13.96,20124.93683,825122.41,41,1,MS,Financials,Mega Cap,2014,2020,7
225602,MASSACHUSETTS MUTUAL LIFE INSURANCE CO,-0.15,-0.14,-0.19,-0.04,0.00,0.11,-0.04,0.00,0.01,-0.11,-0.14,-0.30,-0.11,-0.13,-0.20,15020427.64,105142993.5,7,1,IVZ,Financials,Mid Cap,2021,2022,2
314943,NATIONAL INDEMNITY CO,-0.23,-0.22,-0.08,0.08,0.15,0.26,0.06,-0.05,0.00,-0.31,-0.38,-0.34,-0.29,-0.18,-0.07,15188121.11,288574301.1,19,1,PSX,Energy,Large Cap,2016,2016,1
315027,SAROFIM FAYEZ,-0.56,-0.52,-0.51,-0.02,0.11,0.16,-0.16,-0.06,0.03,-0.54,-0.63,-0.67,-0.40,-0.46,-0.54,7334600,36673000,5,1,KMI,Energy,Large Cap,2015,2019,3
315090,BUFFETT WARREN E,0.09,0.06,0.11,0.03,0.09,0.16,0.13,0.18,0.21,0.06,-0.03,-0.06,-0.04,-0.12,-0.10,65903070.41,17002992166,258,6,OXY,Energy,Large Cap,2014,2024,8
900596,FRIST THOMAS F JR,-0.06,0.20,0.34,0.03,0.06,0.09,0.06,0.06,0.10,-0.09,0.14,0.25,-0.12,0.14,0.24,3698519.409,51779271.72,14,1,HCA,Health Care,Large Cap,2017,2022,3
901430,ABELE JOHN E,0.00,0.40,0.48,-0.08,0.06,0.14,-0.12,0.00,-0.01,0.08,0.33,0.34,0.12,0.40,0.49,1720200,8601000,5,1,BSX,Health Care,Large Cap,2015,2015,1
901737,SCHULTZ HOWARD D,0.25,0.43,0.41,-0.04,0.04,0.11,-0.09,0.00,0.10,0.29,0.40,0.30,0.34,0.44,0.31,4994593.667,14983781,3,1,SBUX,Consumer Discretionary,Large Cap,2022,2022,1
901999,ELLISON LAWRENCE JOSEPH,360000000000000000000000000000000.00,907000000000000000000000000000000.00,797000000000000000000000000000000.00,0.00,0.16,0.32,0.14,0.31,0.39,360000000000000000000000000000000.00,907000000000000000000000000000000.00,797000000000000000000000000000000.00,360000000000000000000000000000000.00,907000000000000000000000000000000.00,797000000000000000000000000000000.00,958750,958750,1,1,TSLA,Consumer Discretionary,Mega Cap,2020,2020,1
902012,GATES WILLIAM H III,0.05,0.12,0.30,0.03,0.01,0.09,0.01,-0.01,0.03,0.02,0.11,0.21,0.04,0.13,0.27,11017058.33,638989383.1,58,2,ECL,Materials,Large Cap,2014,2022,7
902132,STARKS DANIEL J,-0.02,0.15,0.25,0.06,0.02,0.05,0.08,0.07,0.05,-0.08,0.13,0.20,-0.10,0.08,0.20,70825.65767,4249539.46,60,1,ABT,Health Care,Mega Cap,2018,2018,1
903649,DECHERD ROBERT W,-0.16,-0.13,-0.09,0.16,0.25,0.20,0.08,0.09,0.13,-0.32,-0.38,-0.29,-0.24,-0.22,-0.22,252151.25,1008605,4,1,KMB,Consumer Staples,Large Cap,2016,2020,4
904396,WYNN STEPHEN A,0.46,0.47,1.02,0.08,0.14,0.24,0.05,0.10,0.20,0.38,0.33,0.78,0.41,0.38,0.82,5538362.354,110767247.1,20,1,WYNN,Consumer Discretionary,Large Cap,2015,2016,2
904858,STANTON JOHN W,-0.19,-0.19,-0.01,-0.01,0.04,0.15,0.09,0.06,0.12,-0.18,-0.23,-0.16,-0.28,-0.25,-0.13,1554000,1554000,1,1,COST,Consumer Staples,Mega Cap,2015,2015,1
905129,NEUBAUER JOSEPH,0.03,-0.15,-0.03,-0.01,-0.11,0.04,0.01,0.01,0.11,0.04,-0.04,-0.07,0.02,-0.16,-0.14,927250,927250,1,1,MDLZ,Consumer Staples,Large Cap,2015,2015,1
905437,YOUNG WALTER R JR,0.55,0.04,0.43,0.02,0.09,0.18,0.18,0.11,0.27,0.53,-0.05,0.25,0.37,-0.07,0.16,28876.8,28876.8,1,1,NRG,Utilities,Large Cap,2015,2015,1
908551,HERSHEY TRUST CO,-0.07,-0.01,0.03,0.06,0.11,0.17,0.09,0.06,0.10,-0.13,-0.13,-0.15,-0.16,-0.08,-0.07,8651673.333,25955020,3,1,HSY,Consumer Staples,Large Cap,2015,2018,3
908724,DELL MICHAEL S,6802.76,9068.13,10298.84,0.44,0.66,0.88,0.58,0.78,1.14,6802.32,9067.47,10297.96,6802.17,9067.35,10297.70,2019516.416,26253713.41,13,1,DELL,Information Technology,Large Cap,2020,2020,1
909019,SMITH WILLIAM G JR,-0.31,-0.20,-0.21,0.01,-0.02,0.00,0.00,0.13,0.09,-0.32,-0.18,-0.21,-0.31,-0.33,-0.30,4430,4430,1,1,SO,Utilities,Large Cap,2015,2015,1
913264,NATIONAL AMUSEMENTS INC /MD/,-0.47,-0.55,-0.61,-0.03,0.02,0.10,-0.18,0.02,0.17,-0.44,-0.57,-0.71,-0.29,-0.57,-0.78,20935750.68,20935750.68,1,1,PARA,Communication Services,Mid Cap,2022,2022,1
914545,NEWHOUSE BROADCASTING CORP,-0.42,-0.16,-0.16,0.14,0.00,0.00,0.29,0.00,0.00,-0.56,-0.16,-0.16,-0.71,-0.16,-0.16,124900000,124900000,1,1,WBD,Communication Services,Large Cap,2023,2023,1
914546,"ADVANCE PUBLICATIONS, INC",-0.42,-0.16,-0.16,0.14,0.00,0.00,0.29,0.00,0.00,-0.56,-0.16,-0.16,-0.71,-0.16,-0.16,124900000,124900000,1,1,WBD,Communication Services,Large Cap,2023,2023,1
916867,SPOGLI RONALD P,-0.28,-0.19,-0.18,0.14,0.15,0.09,-0.02,0.03,0.05,-0.42,-0.34,-0.27,-0.26,-0.22,-0.23,401180,401180,1,1,PSA,Real Estate,Large Cap,2017,2017,1
928264,MAY PETER W,-0.17,-0.08,0.13,0.04,-0.02,0.07,-0.01,-0.01,0.12,-0.21,-0.06,0.06,-0.16,-0.07,0.01,45536122,45536122,1,1,MDLZ,Consumer Staples,Large Cap,2018,2018,1
928265,PELTZ NELSON,0.02,0.13,0.11,0.08,0.14,0.23,0.02,0.06,0.11,-0.05,-0.02,-0.12,0.01,0.07,0.00,12293861.64,184407924.6,15,2,SYY,Consumer Staples,Large Cap,2015,2020,4
929607,CONTINENTAL GRAIN CO,-0.27,-0.24,-0.35,0.07,0.12,0.09,0.03,0.07,0.04,-0.34,-0.36,-0.44,-0.30,-0.31,-0.38,4265954.146,76787174.62,18,1,BG,Consumer Staples,Large Cap,2018,2019,2
938543,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,-0.07,-0.01,0.03,0.06,0.11,0.17,0.09,0.06,0.10,-0.13,-0.13,-0.15,-0.16,-0.08,-0.07,8651673.333,25955020,3,1,HSY,Consumer Staples,Large Cap,2015,2018,3
938885,ROGERS JOHN W JR,0.12,0.14,0.17,0.05,0.24,0.34,0.04,0.30,0.41,0.07,-0.10,-0.17,0.08,-0.16,-0.24,322718,1613590,5,3,NKE,Consumer Discretionary,Large Cap,2017,2022,4
939485,FLORES JAMES C,-0.18,-0.27,-0.06,0.02,0.08,0.16,0.02,0.07,0.16,-0.21,-0.35,-0.22,-0.20,-0.34,-0.22,5728500,34371000,6,1,FCX,Materials,Large Cap,2014,2015,2
940314,COOPER MILTON,-0.41,-0.38,-0.31,0.04,0.04,0.08,-0.03,0.02,0.10,-0.45,-0.41,-0.39,-0.38,-0.39,-0.41,540175,1080350,2,1,KIM,Real Estate,Large Cap,2017,2017,1
946770,DEUTSCHE TELEKOM AG,0.07,0.17,0.26,0.05,0.03,0.07,0.00,-0.01,0.06,0.01,0.14,0.19,0.07,0.18,0.20,13941601.6,181240820.8,13,1,TMUS,Communication Services,Mega Cap,2018,2018,1
947324,BATCHELDER DAVID H,0.22,0.30,0.26,0.18,0.15,0.06,0.12,0.07,-0.03,0.04,0.15,0.20,0.10,0.23,0.29,498382.82,996765.64,2,1,LOW,Consumer Discretionary,Large Cap,2021,2021,1
949509,OAKTREE CAPITAL MANAGEMENT LP,0.33,0.28,0.34,0.41,0.63,0.87,0.09,0.13,0.23,-0.08,-0.35,-0.53,0.24,0.15,0.11,6180000,6180000,1,1,VST,Utilities,Large Cap,2020,2020,1
1004554,FARRELL THOMAS F II,-0.13,-0.10,0.01,0.01,0.06,0.14,0.08,0.15,0.23,-0.14,-0.16,-0.13,-0.21,-0.25,-0.22,253760,253760,1,1,D,Utilities,Large Cap,2018,2018,1
1005547,NEHRA JOHN M,0.29,0.29,0.60,0.15,0.24,0.34,0.08,0.14,0.20,0.14,0.05,0.26,0.22,0.15,0.40,204218.75,816875,4,1,DVA,Health Care,Large Cap,2020,2022,2
1005788,ROLLINS GARY W,0.60,0.75,0.73,0.04,0.00,0.09,0.02,-0.10,0.01,0.56,0.75,0.64,0.58,0.85,0.72,99931.2,99931.2,1,1,ROL,Industrials,Large Cap,2017,2017,1
1006394,SCHULZE RICHARD M,-0.05,-0.19,-0.16,-0.01,0.04,0.15,-0.03,0.05,0.20,-0.04,-0.23,-0.31,-0.02,-0.24,-0.36,6633810.747,39802864.48,6,1,BBY,Consumer Discretionary,Large Cap,2022,2022,1
1007190,GERARD STEVEN L,-0.24,-0.03,0.04,0.00,0.02,0.14,-0.01,-0.03,0.13,-0.24,-0.05,-0.10,-0.23,0.00,-0.09,47950,47950,1,1,LVS,Consumer Discretionary,Large Cap,2015,2015,1
1007734,KIGHT PETER J,-0.26,0.07,-0.03,0.09,0.20,0.24,0.11,0.39,0.38,-0.35,-0.13,-0.27,-0.37,-0.32,-0.41,158762.9667,952577.8,6,1,HBAN,Financials,Large Cap,2016,2016,1
1008463,TAN LIP BU,-0.08,0.05,-0.13,0.12,0.08,0.19,0.20,0.23,0.39,-0.20,-0.02,-0.32,-0.28,-0.18,-0.52,1074022.308,5370111.54,5,1,INTC,Information Technology,Large Cap,2022,2023,2
1008544,MCCARTHY MICHAEL R,-0.08,0.11,0.22,0.00,0.05,0.17,0.02,0.14,0.23,-0.08,0.06,0.05,-0.10,-0.03,-0.01,3903000,3903000,1,1,UNP,Industrials,Large Cap,2015,2015,1
1010178,TISCH JAMES S,-1.00,-1.00,-1.00,0.05,0.03,0.10,0.07,-0.02,0.05,-1.05,-1.03,-1.10,-1.07,-0.98,-1.05,4012017.857,56168250,14,1,GE,Industrials,Large Cap,2017,2017,1
1010267,FLANAGAN MARTIN L,0.88,1.15,0.83,0.11,0.28,0.24,0.33,0.52,0.52,0.77,0.87,0.59,0.55,0.63,0.31,1500618.34,3001236.68,2,1,IVZ,Financials,Mid Cap,2020,2020,1
1010270,JOHNSON JENNIFER M,-0.37,-0.24,-0.16,0.02,0.11,0.19,-0.04,0.22,0.25,-0.39,-0.35,-0.35,-0.33,-0.46,-0.41,7507.5,7507.5,1,1,BEN,Financials,Large Cap,2015,2015,1
1012336,KEYSER RICHARD L,0.00,0.31,0.64,0.10,0.17,0.05,0.18,0.29,0.10,-0.10,0.14,0.59,-0.18,0.02,0.55,155370,310740,2,1,ZBRA,Information Technology,Large Cap,2016,2023,2
1013082,KRONE ROGER A,-0.22,0.01,0.11,0.09,0.18,0.23,0.09,0.21,0.23,-0.31,-0.17,-0.12,-0.31,-0.20,-0.12,232500,232500,1,1,LDOS,Industrials,Large Cap,2016,2016,1
1013182,GUTHRIE ROY A,-0.14,0.06,-0.03,-0.05,0.08,0.17,-0.08,0.01,0.07,-0.09,-0.02,-0.20,-0.06,0.05,-0.10,295300,295300,1,1,SYF,Financials,Large Cap,2018,2018,1
1013283,BERGSTROM STEPHEN W,-0.14,-0.09,-0.05,0.16,0.24,0.29,0.05,0.13,0.02,-0.30,-0.33,-0.35,-0.20,-0.22,-0.07,294976.25,1179905,4,1,WMB,Energy,Large Cap,2017,2023,4
1013947,MCGARVIE BLYTHE J,0.10,-0.04,0.07,0.09,0.18,0.23,0.06,0.13,0.18,0.01,-0.22,-0.16,0.04,-0.17,-0.11,90930,90930,1,1,LKQ,Consumer Discretionary,Large Cap,2016,2016,1
1015014,RALES MITCHELL P,8.75,10.50,12.47,0.18,0.35,0.40,0.07,0.20,0.26,8.57,10.15,12.06,8.68,10.30,12.21,1868675.409,31767481.95,17,1,DHR,Health Care,Large Cap,2018,2022,5
1015827,LANNIE P ANTHONY,0.59,1.85,2.62,0.26,0.53,0.63,-0.08,0.53,0.73,0.33,1.32,1.99,0.67,1.32,1.89,187439.98,187439.98,1,1,APA,Energy,Mid Cap,2020,2020,1
1015844,HOLIDAY EDITH E,-0.07,-0.03,-0.01,0.06,0.12,0.23,-0.05,-0.03,-0.08,-0.13,-0.15,-0.24,-0.02,-0.01,0.06,25036.75833,150220.55,6,1,HES,Energy,Large Cap,2015,2020,6
1015884,JOYCE RENE R,-0.30,-0.29,-0.38,0.07,0.13,0.13,0.03,0.14,-0.03,-0.37,-0.42,-0.51,-0.33,-0.43,-0.35,513800,513800,1,1,APA,Energy,Mid Cap,2017,2017,1
1016369,SCHAEFFER LEONARD D,-0.44,-0.42,-0.40,-0.10,0.04,0.10,-0.03,0.08,0.05,-0.34,-0.46,-0.50,-0.41,-0.50,-0.45,144375,144375,1,1,WBA,Consumer Staples,Mid Cap,2015,2015,1
1016648,KASSLING WILLIAM E,0.27,0.19,0.50,0.18,0.25,0.45,0.26,0.31,0.49,0.09,-0.06,0.04,0.01,-0.11,0.01,503310,1006620,2,1,WAB,Industrials,Large Cap,2019,2020,2
1016844,TAUREL SIDNEY,3.25,3.04,3.32,0.17,0.24,0.15,0.18,0.29,0.26,3.08,2.80,3.17,3.07,2.75,3.06,262400.305,1049601.22,4,1,IBM,Information Technology,Mega Cap,2018,2020,2
1017081,SPILMAN ROBERT H JR,-0.32,-0.35,-0.28,-0.07,-0.09,0.04,-0.02,0.02,0.09,-0.25,-0.26,-0.32,-0.30,-0.37,-0.37,36900,36900,1,1,D,Utilities,Large Cap,2015,2015,1
1017427,FLORNESS DANIEL L,24707096022147700.00,26584350866967800.00,24888765845840000.00,0.00,0.12,0.22,0.06,0.12,0.19,24707096022147700.00,26584350866967800.00,24888765845840000.00,24707096022147700.00,26584350866967800.00,24888765845840000.00,114383.3333,343150,3,1,FAST,Industrials,Large Cap,2018,2022,2
1017973,EDWARDSON JOHN A,0.00,0.76,0.85,0.04,0.20,0.42,-0.05,0.16,0.36,-0.04,0.56,0.43,0.05,0.60,0.48,895912.5,3583650,4,1,FDX,Industrials,Large Cap,2019,2020,2
1018062,EVANS BRUCE R,-0.04,0.05,0.11,0.08,0.12,0.17,0.14,0.25,0.36,-0.12,-0.07,-0.05,-0.18,-0.21,-0.25,706761.979,7067619.79,10,1,ADI,Information Technology,Large Cap,2015,2022,6
1018196,VAGT ROBERT F,0.06,-0.02,-0.04,-0.12,-0.16,-0.09,0.57,0.49,0.45,0.18,0.14,0.05,-0.51,-0.51,-0.49,98040,98040,1,1,KMI,Energy,Large Cap,2021,2021,1
1018198,WALKER R A,0.28,0.30,0.47,0.05,0.09,0.16,0.24,0.29,0.46,0.22,0.21,0.31,0.04,0.01,0.01,415625,2493750,6,1,COP,Energy,Large Cap,2021,2023,2
1018211,GOULD PAUL A,-0.29,-0.25,-0.48,-0.07,0.01,0.00,-0.16,0.00,0.08,-0.22,-0.26,-0.48,-0.13,-0.25,-0.56,91250,91250,1,1,WBD,Communication Services,Large Cap,2022,2022,1
1018394,SPOON ALAN G,174.32,226.06,240.40,0.03,0.15,0.26,0.10,0.24,0.28,174.29,225.90,240.14,174.22,225.82,240.12,732458.6,3662293,5,2,FTV,Industrials,Large Cap,2015,2022,4
1018396,MORSE JOHN B JR,0.20,0.95,0.65,0.25,0.45,0.64,0.04,0.08,0.19,-0.05,0.50,0.01,0.16,0.87,0.46,129900,129900,1,1,AES,Utilities,Mid Cap,2020,2020,1
1018657,MCCALLISTER MICHAEL B,103185592470748.00,118946078412649.00,120323970977380.00,0.03,0.11,0.18,0.06,0.15,0.19,103185592470748.00,118946078412649.00,120323970977380.00,103185592470748.00,118946078412649.00,120323970977380.00,57185.52368,1086524.95,19,2,T,Communication Services,Large Cap,2015,2019,4
1018658,MURRAY JAMES E,-0.09,0.02,0.02,0.10,0.21,0.29,0.01,0.09,0.13,-0.19,-0.19,-0.27,-0.10,-0.07,-0.11,494775,494775,1,1,CNC,Health Care,Large Cap,2023,2023,1
1019718,KLESSE WILLIAM R,-0.29,-0.23,-0.12,0.03,0.15,0.25,-0.13,-0.11,-0.02,-0.32,-0.38,-0.37,-0.16,-0.12,-0.10,420570,5467410,13,1,OXY,Energy,Large Cap,2015,2020,6
1020058,FOOTE JAMES M,225944452157025.00,256247157622060.00,241128219366816.00,0.01,0.13,0.17,-0.03,0.12,0.13,225944452157025.00,256247157622060.00,241128219366816.00,225944452157025.00,256247157622060.00,241128219366816.00,159911.88,319823.76,2,1,CSX,Industrials,Large Cap,2018,2020,2
1020246,EARLEY KATHLEEN,1.99,2.29,2.64,0.09,0.19,0.24,0.10,0.06,0.09,1.90,2.10,2.40,1.89,2.23,2.55,25000,25000,1,1,DLR,Real Estate,Large Cap,2016,2016,1
1020325,BRADY ROBERT T,-0.28,-0.32,-0.23,-0.06,-0.07,0.03,-0.04,-0.11,0.00,-0.22,-0.25,-0.26,-0.24,-0.21,-0.23,970800,970800,1,1,MTB,Financials,Large Cap,2015,2015,1
1020688,WIMSETT THOMAS A,0.03,0.05,0.10,0.14,0.27,0.02,0.23,0.35,0.08,-0.11,-0.22,0.09,-0.21,-0.30,0.02,560839.3333,1682518,3,1,JKHY,Financials,Large Cap,2020,2023,2
1021572,FORD GERALD J,-0.34,0.11,0.38,-0.10,0.04,0.12,-0.11,0.06,0.15,-0.24,0.07,0.26,-0.23,0.05,0.23,9940000,9940000,1,1,FCX,Materials,Large Cap,2015,2015,1
1021765,VANDE STEEG NICKOLAS,0.02,0.20,0.29,-0.06,0.04,0.13,-0.04,0.10,0.22,0.08,0.16,0.16,0.06,0.11,0.07,501694.3,1003388.6,2,2,TRMB,Industrials,Large Cap,2015,2015,1
1023115,KORNSTEIN DON R,3.67,3.99,2.79,0.11,0.23,0.25,0.11,0.24,0.33,3.56,3.76,2.55,3.56,3.75,2.47,65794.44444,592150,9,1,CZR,Consumer Discretionary,Mid Cap,2018,2022,2
1023219,RUSSO PATRICIA F,0.14,0.32,0.39,0.10,0.14,0.21,0.13,0.14,0.25,0.04,0.18,0.18,0.02,0.19,0.14,249682.75,998731,4,1,GM,Consumer Discretionary,Large Cap,2015,2022,4
1023260,GOLDEN ARTHUR F,0.09,0.36,0.49,0.10,0.14,0.24,0.10,0.16,0.23,-0.01,0.22,0.25,-0.01,0.20,0.26,237303.3333,711910,3,1,EMR,Industrials,Large Cap,2015,2023,3
1023262,KNIGHT LESTER B,0.00,0.18,0.28,0.08,0.12,0.18,0.09,0.18,0.24,-0.08,0.06,0.10,-0.09,0.00,0.04,3444495.15,58556417.55,17,1,AON,Financials,Large Cap,2014,2024,7
1023582,OBRIEN JAMES J /KY,-0.12,-0.15,0.40,0.02,-0.12,0.06,-0.08,-0.22,-0.03,-0.14,-0.03,0.34,-0.04,0.07,0.43,10536.352,52681.76,5,1,ALB,Materials,Large Cap,2015,2015,1
1024835,MURDOCH  KEITH  RUPERT,-0.13,-0.20,-0.23,0.12,0.10,0.18,0.15,0.07,0.12,-0.25,-0.30,-0.41,-0.29,-0.27,-0.35,9474162.752,104215790.3,11,2,FOX,Communication Services,Large Cap,2019,2021,2
1025094,KILTS JAMES M,-0.04,-0.11,-0.11,0.09,0.17,0.16,0.07,0.19,0.17,-0.13,-0.28,-0.27,-0.11,-0.30,-0.27,506971.52,1520914.56,3,2,MET,Financials,Large Cap,2017,2020,2
1026532,IRANI RAY R,0.31,0.27,0.55,0.03,0.06,0.15,0.02,0.01,0.12,0.29,0.21,0.40,0.30,0.26,0.43,1359822.665,2719645.33,2,1,WYNN,Consumer Discretionary,Large Cap,2015,2015,1
1026545,CHAZEN STEPHEN I,-0.08,0.18,0.24,0.07,0.05,0.14,0.14,0.07,0.15,-0.15,0.13,0.10,-0.21,0.12,0.09,226320,1584240,7,2,WMB,Energy,Large Cap,2016,2021,5
1026934,CODINA ARMANDO M,-0.04,-0.11,0.12,0.08,0.04,0.09,0.14,0.07,0.15,-0.12,-0.15,0.03,-0.18,-0.18,-0.03,1188089,1188089,1,1,HD,Consumer Discretionary,Mega Cap,2018,2018,1
1027038,HUTCHINS GLENN H,116000000000000.00,135000000000000.00,156999999999999.00,-0.06,0.07,0.17,0.00,0.17,0.27,116000000000000.00,134999999999999.00,156999999999999.00,116000000000000.00,134999999999999.00,156999999999999.00,499207.8175,1996831.27,4,1,T,Communication Services,Large Cap,2018,2018,1
1027716,KELLY GARY C,0.37,0.45,0.57,0.06,0.15,0.31,0.10,0.17,0.35,0.31,0.30,0.26,0.27,0.28,0.22,66673.77,1000106.55,15,1,LUV,Industrials,Large Cap,2016,2016,1
1028689,DAVIS EUGENE I,-0.27,-0.20,-0.19,0.00,-0.04,0.04,0.04,0.08,0.19,-0.27,-0.16,-0.23,-0.31,-0.28,-0.38,200000,200000,1,1,VICI,Real Estate,Large Cap,2018,2018,1
1031190,KINDER RICHARD D,-0.32,-0.35,-0.40,0.06,0.12,0.26,-0.12,-0.20,-0.23,-0.38,-0.47,-0.66,-0.20,-0.15,-0.17,4237159.968,224569478.3,53,1,KMI,Energy,Large Cap,2015,2020,5
1031609,WEISENBURGER RANDALL J,0.42,1.34,1.26,0.21,0.39,0.40,0.28,0.46,0.41,0.20,0.95,0.85,0.14,0.88,0.85,3107135.714,21749950,7,2,CCL,Consumer Discretionary,Large Cap,2018,2023,5
1033331,HASTINGS REED,-0.45,-0.06,0.09,-0.09,-0.06,0.06,-0.23,-0.23,-0.03,-0.36,0.00,0.03,-0.22,0.17,0.12,2000153.895,20001538.95,10,1,NFLX,Communication Services,Mega Cap,2022,2022,1
1033442,SMITH WILLIAM A,-0.34,-0.22,-0.16,0.06,0.17,0.22,0.01,0.08,0.20,-0.40,-0.39,-0.38,-0.34,-0.29,-0.36,100919.952,504599.76,5,1,KMI,Energy,Large Cap,2017,2020,3
1033876,MEISTER PAUL M,0.10,-0.09,0.08,0.05,0.15,0.23,0.01,0.12,0.16,0.05,-0.24,-0.15,0.09,-0.21,-0.08,300400,300400,1,1,LKQ,Consumer Discretionary,Large Cap,2016,2016,1
1033927,ENGLES GREGG L,4111803509108270000000000000000000000000000.00,4084580917215990000000000000000000000000000.00,4197020799732140000000000000000000000000000.00,0.11,0.01,0.03,0.02,0.00,0.03,4111803509108270000000000000000000000000000.00,4084580917215990000000000000000000000000000.00,4197020799732140000000000000000000000000000.00,4111803509108270000000000000000000000000000.00,4084580917215990000000000000000000000000000.00,4197020799732140000000000000000000000000000.00,258320.442,2583204.42,10,1,CMG,Consumer Discretionary,Large Cap,2022,2023,2
1034272,KIMMEL ROGER H,-0.42,-0.33,-0.74,0.11,0.18,0.13,-0.09,-0.01,0.04,-0.53,-0.51,-0.87,-0.33,-0.32,-0.78,278720,278720,1,1,PCG,Utilities,Large Cap,2017,2017,1
1034464,LARKIN C RAYMOND JR,-0.17,0.11,-0.27,-0.07,0.02,0.10,0.02,0.03,-0.02,-0.10,0.09,-0.37,-0.19,0.08,-0.25,264420,264420,1,1,ALGN,Health Care,Large Cap,2022,2022,1
1034465,LAVIZZO-MOUREY RISA J,-0.29,-0.49,-0.45,0.00,-0.05,0.04,-0.04,-0.15,-0.05,-0.29,-0.45,-0.49,-0.25,-0.35,-0.40,67173.05571,470211.39,7,3,HES,Energy,Large Cap,2015,2021,6
1035440,SAGAN PAUL,2.57,8.67,19.51,0.00,0.16,0.32,0.03,0.13,0.29,2.57,8.51,19.19,2.54,8.54,19.22,999989,999989,1,1,MRNA,Health Care,Large Cap,2020,2020,1
1036295,OBERTON WILLARD D,63100000000000000.00,62800000000000000.00,73000000000000000.00,0.04,0.16,0.27,0.08,0.21,0.35,63100000000000000.00,62800000000000000.00,73000000000000000.00,63100000000000000.00,62800000000000000.00,73000000000000000.00,51300.69,51300.69,1,1,FAST,Industrials,Large Cap,2015,2015,1
1039138,SULLIVAN PATRICK J,0.26,0.58,1.25,0.05,0.12,0.19,0.03,0.09,0.12,0.22,0.46,1.06,0.24,0.49,1.13,534571.4286,3742000,7,1,PODD,Health Care,Large Cap,2015,2016,2
1039894,NOSKI CHARLES H,-0.26,0.24,0.38,0.25,0.45,0.64,0.08,0.51,0.63,-0.51,-0.21,-0.26,-0.34,-0.27,-0.25,590600,590600,1,1,WFC,Financials,Mega Cap,2020,2020,1
1041216,MARTIN J LANDIS,-0.15,-0.11,-0.07,0.06,0.07,0.10,0.04,0.03,0.06,-0.21,-0.17,-0.17,-0.19,-0.14,-0.13,356824.1261,23907216.45,67,1,CCI,Real Estate,Large Cap,2014,2021,6
1041888,ALLEN A CLINTON,0.11,-0.03,0.08,0.09,0.18,0.23,0.06,0.13,0.18,0.02,-0.21,-0.15,0.05,-0.16,-0.10,90270,90270,1,1,LKQ,Consumer Discretionary,Large Cap,2016,2016,1
1041958,CULVER CURT S,-0.09,-0.10,-0.10,0.09,0.06,0.26,0.05,-0.05,0.03,-0.18,-0.16,-0.36,-0.14,-0.05,-0.13,31305.1,31305.1,1,1,WEC,Utilities,Large Cap,2019,2019,1
1041975,MUMA LESLIE M,0.02,0.06,0.15,0.07,0.08,0.11,0.06,0.12,0.16,-0.04,-0.01,0.04,-0.04,-0.05,-0.01,122625,245250,2,1,FIS,Financials,Large Cap,2015,2016,2
1042343,HERNANDEZ ENRIQUE JR,-0.18,0.02,0.12,-0.07,0.14,0.37,-0.03,0.32,0.49,-0.11,-0.12,-0.25,-0.15,-0.30,-0.37,484575,484575,1,1,MCD,Consumer Discretionary,Mega Cap,2019,2019,1
1043298,BEZOS JEFFREY P,0.28,0.57,0.72,0.09,0.28,0.00,0.14,0.23,0.00,0.19,0.29,0.72,0.14,0.34,0.72,114.77,114.77,1,1,AMZN,Consumer Discretionary,Mega Cap,2023,2023,1
1043333,SPENCER TERRY K,-0.15,0.62,0.83,0.24,0.44,0.67,0.08,0.68,0.58,-0.40,0.18,0.16,-0.23,-0.06,0.24,114603.33,1489843.29,13,1,OKE,Energy,Large Cap,2020,2020,1
1047251,COLEMAN LEONARD S JR,-0.04,0.06,0.13,0.08,0.14,0.27,-0.08,-0.04,-0.10,-0.12,-0.07,-0.14,0.04,0.10,0.23,25032.89,100131.56,4,1,HES,Energy,Large Cap,2017,2020,4
1047461,ALVARADO JOSEPH,-0.13,0.21,0.53,0.04,0.20,0.00,0.00,0.22,0.00,-0.17,0.01,0.53,-0.13,-0.01,0.53,123900,123900,1,1,PNC,Financials,Large Cap,2023,2023,1
1049371,MCDONALD MACKEY J,-0.34,-0.57,-0.67,0.09,0.05,0.11,0.02,0.04,0.15,-0.42,-0.62,-0.78,-0.36,-0.60,-0.82,32860.07,98580.21,3,1,KHC,Consumer Staples,Large Cap,2018,2018,1
