OWNER_CIK,OWNER_NAME,Weighted_Return_6M,Weighted_Return_1Y,Weighted_Return_18M,Weighted_SP500_6M,Weighted_SP500_1Y,Weighted_SP500_18M,Weighted_Sector_6M,Weighted_Sector_1Y,Weighted_Sector_18M,Return_vs_SP500_6M,Return_vs_SP500_1Y,Return_vs_SP500_18M,Return_vs_Sector_6M,Return_vs_Sector_1Y,Return_vs_Sector_18M,Avg_Transaction_Value,Total_Transaction_Value,Transaction_Count,Number_of_Companies,Most_Common_Company,Most_Active_Sector,Most_Common_Company_Cap_Category,Earliest_Transaction_Year,Most_Recent_Transaction_Year,Unique_Transaction_Years
1598593,Ruegger Philip T III,-0.14,-0.08,-0.01,0.04,0.09,0.16,0.04,0.08,0.19,-0.18,-0.17,-0.18,-0.17,-0.16,-0.20,169954.33,1699543.3,10,1,TRV,Financials,Large Cap,2014,2020,6
1599351,Weikel Mark J,-0.16,-0.19,-0.07,0.14,0.24,0.28,0.18,0.20,0.36,-0.30,-0.43,-0.35,-0.34,-0.39,-0.43,66140,66140,1,1,TSCO,Consumer Discretionary,Large Cap,2016,2016,1
1599796,GAY MARY CHRISTINE,0.00,-0.22,-0.10,0.05,0.10,0.25,0.08,0.07,0.40,-0.05,-0.31,-0.36,-0.08,-0.29,-0.51,73932.66667,221798,3,1,MGM,Consumer Discretionary,Large Cap,2015,2019,2
1599796,JAMMET MARY CHRIS,0.81,2.09,2.65,0.26,0.51,0.66,0.47,0.65,0.80,0.55,1.58,1.99,0.34,1.44,1.85,18600,18600,1,1,MGM,Consumer Discretionary,Large Cap,2020,2020,1
1600187,Walter Elisse B.,-0.63,-0.17,-0.24,0.12,0.20,0.45,-0.24,0.09,0.04,-0.75,-0.37,-0.69,-0.39,-0.26,-0.28,124803.18,124803.18,1,1,OXY,Energy,Large Cap,2020,2020,1
1600555,Linnartz Stephanie,-0.17,-0.12,0.04,0.00,0.01,0.15,0.01,0.04,0.13,-0.17,-0.13,-0.11,-0.18,-0.16,-0.09,187570,187570,1,1,HD,Consumer Discretionary,Mega Cap,2018,2018,1
1600658,Bartolo P Robert,-0.28,-0.18,-0.24,-0.01,0.00,0.07,0.05,0.11,0.06,-0.27,-0.18,-0.31,-0.33,-0.29,-0.30,1004304,1004304,1,1,CCI,Real Estate,Large Cap,2015,2015,1
1600714,Tinggren Juergen,-0.15,-0.21,-0.05,0.06,0.06,0.11,0.05,0.02,0.06,-0.21,-0.27,-0.16,-0.20,-0.23,-0.11,436920,436920,1,1,JCI,Industrials,Large Cap,2017,2017,1
1600953,Modruson Frank Blaise,0.11,0.42,0.70,0.07,0.15,0.10,0.13,0.23,0.18,0.03,0.28,0.59,-0.02,0.19,0.51,156299.9,625199.6,4,1,ZBRA,Information Technology,Large Cap,2015,2023,4
1601145,Elwyn Tashtego S,27.59,26.24,21.11,0.11,0.15,0.08,0.09,0.13,-0.11,27.48,26.09,21.03,27.50,26.11,21.22,110625,110625,1,1,RJF,Financials,Large Cap,2018,2018,1
1601624,"Kerr, II James Y",-0.25,-0.26,-0.25,0.09,0.18,0.23,0.05,0.08,0.16,-0.34,-0.44,-0.48,-0.30,-0.34,-0.41,48520,48520,1,1,SO,Utilities,Large Cap,2016,2016,1
1602281,Smith Phillip R,-0.38,-0.18,-0.13,-0.02,-0.04,0.02,-0.03,0.11,0.04,-0.36,-0.14,-0.15,-0.35,-0.29,-0.17,40560,40560,1,1,CNP,Utilities,Large Cap,2015,2015,1
1602800,Elkins Cynthia,5.19,5.15,5.46,0.09,0.15,0.15,0.11,0.22,0.17,5.11,5.01,5.32,5.08,4.93,5.30,22950.61667,68851.85,3,1,WTW,Financials,Large Cap,2016,2017,2
1603010,Schaffer Dean I,-0.15,0.04,-0.05,-0.08,0.03,0.09,-0.06,0.07,0.17,-0.07,0.01,-0.14,-0.09,-0.03,-0.22,13139.895,26279.79,2,1,ALLE,Industrials,Large Cap,2015,2016,2
1603044,Powell Colin,-0.01,0.14,0.32,0.04,0.15,0.24,0.12,0.30,0.50,-0.05,-0.02,0.08,-0.13,-0.16,-0.19,8793.44,17586.88,2,1,CRM,Information Technology,Mega Cap,2016,2016,1
1604063,STAFFIERI MICHAEL DAVID,-0.05,0.27,0.34,0.01,0.15,0.25,0.06,0.04,0.06,-0.06,0.12,0.09,-0.11,0.23,0.28,1554000,1554000,1,1,DVA,Health Care,Large Cap,2022,2022,1
1604076,Bruehlman Ronald E,0.14,0.56,0.56,0.14,0.33,0.39,0.09,0.26,0.26,0.00,0.23,0.17,0.05,0.30,0.30,534546.8133,1603640.44,3,1,IQV,Health Care,Large Cap,2020,2021,2
1604561,Nagy Leslie K,0.13,0.02,0.12,-0.02,-0.04,0.07,0.02,0.05,0.14,0.15,0.05,0.05,0.11,-0.04,-0.02,317.9166667,1907.5,6,1,WM,Industrials,Large Cap,2022,2022,1
1605071,Rees Joanna,0.50,0.66,0.97,0.14,0.24,0.34,0.22,0.30,0.48,0.35,0.41,0.64,0.27,0.36,0.49,108313.7083,649882.25,6,1,FICO,Information Technology,Large Cap,2017,2020,2
1605503,Zeiler Gerhard,-0.21,-0.29,-0.35,0.02,0.08,0.05,0.01,0.13,0.11,-0.23,-0.38,-0.40,-0.21,-0.43,-0.46,429740,1289220,3,1,WBD,Communication Services,Large Cap,2022,2023,2
1605507,MIRALLES ALBERT JOSEPH JR,-0.04,0.04,0.15,-0.07,-0.04,0.03,-0.09,-0.02,0.15,0.03,0.07,0.12,0.05,0.05,0.00,275418.25,550836.5,2,1,CDW,Information Technology,Large Cap,2022,2022,1
1605856,Compton Eric B.,0.34,0.51,0.26,0.04,0.02,0.00,0.10,0.05,0.02,0.30,0.49,0.26,0.24,0.46,0.24,20980.05,20980.05,1,1,HOLX,Health Care,Large Cap,2014,2014,1
1605892,HARMENING JEFFREY L,-0.16,0.04,0.06,-0.02,0.03,0.14,0.12,0.16,0.23,-0.14,0.01,-0.08,-0.28,-0.12,-0.17,253080,253080,1,1,GIS,Consumer Staples,Large Cap,2018,2018,1
1606894,Thomsen Brian,-0.43,-0.29,-0.07,0.00,0.12,0.22,0.09,0.16,0.17,-0.43,-0.41,-0.29,-0.52,-0.45,-0.24,972160,972160,1,1,BG,Consumer Staples,Large Cap,2015,2015,1
1607015,Nichols Ronald Owen,-0.22,-0.14,-0.13,0.09,0.19,0.24,0.04,0.09,0.16,-0.31,-0.33,-0.37,-0.26,-0.23,-0.29,22489.2,44978.4,2,1,EIX,Utilities,Large Cap,2016,2016,1
1607149,Soderberg John Lewis,63684152878379400.00,68581716345420100.00,69799123458548900.00,0.06,0.00,0.07,0.04,-0.03,0.03,63684152878379400.00,68581716345420100.00,69799123458548900.00,63684152878379400.00,68581716345420100.00,69799123458548900.00,5919.476667,35516.86,6,1,FAST,Industrials,Large Cap,2015,2017,2
1607155,Owen Terry Modock,73699716729462800.00,81724969060256800.00,84224526278155100.00,0.02,0.05,0.07,0.00,0.01,-0.03,73699716729462800.00,81724969060256800.00,84224526278155100.00,73699716729462800.00,81724969060256800.00,84224526278155100.00,90902.5,181805,2,1,FAST,Industrials,Large Cap,2018,2018,1
1607163,Sanchez Francisco J,-0.01,0.11,0.13,0.10,0.18,0.32,0.06,0.04,0.13,-0.11,-0.07,-0.19,-0.07,0.07,0.00,31579.3,157896.5,5,1,ADM,Consumer Staples,Large Cap,2015,2020,3
1607441,Checki Terrence J.,-0.07,-0.03,-0.01,0.06,0.12,0.23,-0.05,-0.03,-0.08,-0.13,-0.15,-0.24,-0.02,-0.01,0.06,25036.75833,150220.55,6,1,HES,Energy,Large Cap,2015,2020,6
1607570,Levy Susan Cohen,0.28,0.59,0.73,0.18,0.00,0.00,0.27,0.00,0.00,0.10,0.59,0.73,0.01,0.59,0.73,322050,322050,1,1,NTRS,Financials,Large Cap,2023,2023,1
1607592,Crevoiserat Joanne C.,-0.04,0.13,-0.11,-0.05,-0.08,0.06,-0.05,-0.18,0.01,0.01,0.21,-0.17,0.01,0.31,-0.12,197220,197220,1,1,TPR,Consumer Discretionary,Large Cap,2022,2022,1
1607640,Fisher Peter R.,-0.17,-0.24,-0.20,0.01,-0.02,0.00,0.00,-0.05,-0.01,-0.18,-0.22,-0.20,-0.17,-0.19,-0.19,248197.2,248197.2,1,1,AIG,Financials,Large Cap,2015,2015,1
1608208,Maurer Thomas P.,0.18,0.38,0.71,0.10,0.19,0.24,0.13,0.19,0.26,0.08,0.19,0.47,0.05,0.19,0.45,106940,106940,1,1,PKG,Materials,Large Cap,2016,2016,1
1608229,Johnson Denise C,0.08,0.27,0.47,0.16,0.23,0.30,0.17,0.27,0.32,-0.08,0.04,0.17,-0.09,0.00,0.15,63624.6225,254498.49,4,2,CAT,Industrials,Large Cap,2016,2017,2
1608489,Leavy David,-0.32,-0.29,-0.48,-0.10,-0.03,-0.04,-0.15,-0.03,0.04,-0.22,-0.26,-0.44,-0.17,-0.26,-0.52,125853.78,125853.78,1,1,WBD,Communication Services,Large Cap,2022,2022,1
1608717,MATHER COURTNEY,-0.01,0.07,0.12,0.04,0.13,0.18,0.05,0.14,0.16,-0.05,-0.07,-0.06,-0.05,-0.08,-0.04,428361.6667,2570170,6,2,FCX,Materials,Large Cap,2016,2022,2
1608867,Lutz Marcos M,0.00,0.55,0.52,0.16,0.28,0.51,0.18,0.38,0.61,-0.16,0.27,0.01,-0.18,0.17,-0.09,981750,981750,1,1,CTVA,Materials,Large Cap,2020,2020,1
1609403,Jamieson George,0.02,-0.31,-0.15,0.06,0.05,0.11,0.13,0.14,0.24,-0.04,-0.36,-0.26,-0.11,-0.45,-0.39,66960,66960,1,1,LVS,Consumer Discretionary,Large Cap,2017,2017,1
1610062,Durn Daniel,0.30,0.78,0.77,0.07,0.15,0.39,0.15,0.32,0.76,0.23,0.63,0.38,0.15,0.46,0.01,936357.5,936357.5,1,1,ADBE,Information Technology,Mega Cap,2022,2022,1
1610732,Greene John,-0.38,0.08,0.56,-0.01,0.19,0.36,-0.19,0.00,0.22,-0.37,-0.11,0.20,-0.19,0.08,0.34,249357.68,249357.68,1,1,DFS,Financials,Large Cap,2020,2020,1
1611473,Thornton Matthew III,0.00,-0.16,-0.11,0.12,0.15,0.17,0.17,0.13,0.13,-0.13,-0.32,-0.28,-0.17,-0.29,-0.23,197468.85,394937.7,2,1,CCI,Real Estate,Large Cap,2021,2022,2
1611478,Accel Growth Fund Investors 2013 L.L.C.,0.45,1.74,4.17,0.09,0.05,0.27,0.16,0.31,0.64,0.36,1.69,3.90,0.29,1.43,3.53,11050000,22100000,2,1,CRWD,Information Technology,Large Cap,2019,2019,1
1611654,Quaid John J,-0.45,-0.31,-0.16,0.01,0.12,0.22,-0.08,0.08,0.11,-0.46,-0.43,-0.38,-0.37,-0.39,-0.27,18860,18860,1,1,MPC,Energy,Large Cap,2015,2015,1
1611777,SMITH JAMES C,0.14,0.29,0.29,0.08,0.18,0.22,0.13,0.21,0.23,0.06,0.11,0.07,0.01,0.08,0.06,51427.44,51427.44,1,1,PFE,Health Care,Large Cap,2016,2016,1
1612098,Schechter Lori A.,0.05,-0.03,-0.08,0.10,0.20,0.23,0.10,0.22,0.20,-0.05,-0.23,-0.31,-0.05,-0.25,-0.28,100007.84,100007.84,1,1,MCK,Health Care,Large Cap,2016,2016,1
1612571,Ford Robert B,0.06,0.25,0.43,0.08,0.18,0.23,0.12,0.20,0.23,-0.02,0.07,0.20,-0.06,0.05,0.20,99870.55,499352.75,5,1,ABT,Health Care,Mega Cap,2016,2016,1
1612985,THEILER JEFFREY,0.20,0.29,0.29,-0.03,0.02,0.14,-0.07,-0.09,-0.03,0.23,0.27,0.15,0.27,0.38,0.32,108515.6133,325546.84,3,1,DOC,Real Estate,Large Cap,2017,2022,3
1613252,Stockfish Devin W,-0.20,-0.12,-0.35,0.04,0.14,0.08,0.08,0.12,-0.05,-0.24,-0.25,-0.43,-0.28,-0.24,-0.30,435359.275,870718.55,2,1,WY,Real Estate,Large Cap,2018,2019,2
1613343,Kirk Jennifer M,0.08,0.27,0.33,0.10,0.19,0.26,0.08,0.15,0.11,-0.02,0.08,0.07,0.00,0.12,0.22,119062.5,238125,2,1,RSG,Industrials,Large Cap,2018,2023,2
1613813,Wilson David K,-0.19,0.09,0.03,0.15,0.18,0.22,0.15,0.28,0.32,-0.34,-0.10,-0.19,-0.34,-0.20,-0.29,57088.33333,171265,3,1,KEY,Financials,Large Cap,2016,2017,2
1614157,Subramaniam Shivan S.,-0.22,0.20,0.14,0.12,0.25,0.31,0.02,0.28,0.26,-0.33,-0.05,-0.17,-0.23,-0.08,-0.12,94291.16667,565747,6,1,CFG,Financials,Large Cap,2016,2023,4
1614199,Pianalto Sandra,-0.15,-0.15,-0.08,0.03,0.07,0.09,0.01,0.05,0.04,-0.18,-0.21,-0.17,-0.16,-0.20,-0.12,27607.735,110430.94,4,3,PRU,Financials,Large Cap,2017,2022,3
1614229,King Richard H,-0.03,-0.26,-0.34,-0.09,-0.03,0.00,-0.08,-0.09,-0.09,0.06,-0.23,-0.34,0.05,-0.17,-0.25,30010.91,30010.91,1,1,HBAN,Financials,Large Cap,2022,2022,1
1614234,Bowerman David J.,-0.12,0.37,0.34,0.18,0.25,0.32,0.19,0.44,0.51,-0.30,0.12,0.02,-0.31,-0.07,-0.17,46560,46560,1,1,CFG,Financials,Large Cap,2016,2016,1
1614572,RUNGE WILLIAM HENRY III,-0.27,-0.44,-0.54,0.05,0.02,0.06,0.07,0.04,0.09,-0.32,-0.46,-0.60,-0.34,-0.48,-0.63,125435,125435,1,1,MHK,Consumer Discretionary,Mid Cap,2018,2018,1
1614598,Cherecwich Peter,-0.09,-0.18,-0.09,0.08,0.05,0.13,0.04,-0.02,0.02,-0.17,-0.23,-0.21,-0.13,-0.16,-0.10,211.1275,1689.02,8,1,NTRS,Financials,Large Cap,2019,2023,4
1614731,COLAO DANIEL O,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,,,0,0,0
1614732,DIMITRIEF ALEXANDER,-1.00,-1.00,-1.00,0.14,0.19,0.29,0.19,0.28,0.34,-1.14,-1.19,-1.29,-1.19,-1.28,-1.34,323733.3922,2913600.53,9,1,GE,Industrials,Large Cap,2016,2018,3
1614733,KRATKY ANNE KENNELLY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,,,0,0,0
1615224,Ashton Joseph J,-0.20,-0.30,-0.16,-0.02,0.00,0.04,0.05,0.03,0.06,-0.18,-0.30,-0.20,-0.25,-0.33,-0.22,17920,17920,1,1,GM,Consumer Discretionary,Large Cap,2015,2015,1
1615382,Santana Michele,0.04,0.26,0.45,0.12,0.22,0.34,0.08,0.17,0.27,-0.08,0.04,0.11,-0.04,0.09,0.18,1628.54,17913.94,11,1,TDG,Industrials,Large Cap,2020,2023,4
1615600,KOCIS ROBERT ANDREW,0.18,0.28,0.52,0.12,0.22,0.27,0.16,0.31,0.48,0.06,0.06,0.25,0.02,-0.03,0.04,104750,104750,1,1,ANSS,Information Technology,Large Cap,2016,2016,1
1617016,Isaacson Mark J.,0.08,0.41,0.33,0.16,0.24,0.39,0.22,0.30,0.44,-0.09,0.17,-0.05,-0.14,0.12,-0.11,17845,71380,4,1,MOS,Materials,Mid Cap,2016,2020,3
1617097,Woodbury Jeffrey J,-0.33,-0.24,-0.26,-0.07,0.03,0.09,-0.14,0.01,0.07,-0.26,-0.27,-0.35,-0.19,-0.25,-0.33,399328.05,399328.05,1,1,XOM,Energy,Mega Cap,2015,2015,1
1617763,Asher Andrew Lynn,-0.09,0.07,0.06,0.09,0.23,0.31,0.02,0.09,0.13,-0.18,-0.16,-0.25,-0.11,-0.03,-0.08,244578,489156,2,1,CNC,Health Care,Large Cap,2023,2023,1
1618274,MATZ MARILYN,0.24,0.04,0.04,0.09,0.00,0.00,0.13,0.00,0.00,0.15,0.04,0.04,0.11,0.04,0.04,1413.51,1413.51,1,1,TER,Information Technology,Large Cap,2024,2024,1
1618481,Mosing Michael Frank,865811126.00,1002388985.83,1058554665.61,-0.05,0.00,0.18,-0.08,-0.07,0.10,865811126.05,1002388985.83,1058554665.43,865811126.08,1002388985.90,1058554665.51,1364408.42,2728816.84,2,1,FI,Financials,Large Cap,2015,2018,2
1618669,LEONETTI OLIVIER,0.06,-0.14,0.38,0.08,0.00,0.25,0.09,-0.20,0.15,-0.02,-0.14,0.13,-0.03,0.06,0.23,24908.93,49817.86,2,1,ETN,Industrials,Large Cap,2019,2019,1
1618734,Nguyen Thong M,0.02,0.67,0.59,0.12,0.22,0.26,0.13,0.42,0.43,-0.10,0.45,0.33,-0.11,0.25,0.16,372900,372900,1,1,BAC,Financials,Mega Cap,2016,2016,1
1620412,Noonan Anne P,-0.43,-0.30,-0.34,0.10,0.21,0.24,0.14,0.24,0.27,-0.53,-0.51,-0.58,-0.57,-0.54,-0.61,108750,108750,1,1,CF,Materials,Large Cap,2016,2016,1
1621428,JAB Holding Co s.a r.l.,-0.01,0.17,0.21,0.23,0.41,0.62,0.14,0.17,0.26,-0.24,-0.24,-0.41,-0.15,-0.01,-0.05,199899000,399798000,2,1,KDP,Consumer Staples,Large Cap,2020,2020,1
1621596,Viking Long Fund Master Ltd.,37.80,44.79,55.45,0.05,0.05,0.17,0.03,0.00,0.07,37.75,44.75,55.28,37.78,44.79,55.38,15000000,45000000,3,1,AXON,Industrials,Large Cap,2018,2019,2
1621597,Scotti Diego,-0.32,-0.34,-0.35,0.13,0.22,0.26,0.06,0.05,-0.03,-0.45,-0.56,-0.61,-0.38,-0.39,-0.32,40600,40600,1,1,VZ,Communication Services,Large Cap,2016,2016,1
1621607,Viking Long Fund GP LLC,37.80,44.79,55.45,0.05,0.05,0.17,0.03,0.00,0.07,37.75,44.75,55.28,37.78,44.79,55.38,15000000,45000000,3,1,AXON,Industrials,Large Cap,2018,2019,2
1621620,VGE III Portfolio Ltd.,37.80,44.79,55.45,0.05,0.05,0.17,0.03,0.00,0.07,37.75,44.75,55.28,37.78,44.79,55.38,15000000,45000000,3,1,AXON,Industrials,Large Cap,2018,2019,2
1621713,Cheshire Marjorie Rodgers,-0.25,0.06,0.17,0.17,0.22,0.33,0.13,0.35,0.46,-0.42,-0.16,-0.16,-0.38,-0.29,-0.29,9932.06,9932.06,1,1,PNC,Financials,Large Cap,2016,2016,1
1621751,Gallagher Samantha Sacks,-0.17,-0.01,0.03,0.00,0.04,0.16,-0.07,-0.13,-0.01,-0.17,-0.05,-0.13,-0.10,0.12,0.04,144487.3333,433462,3,1,VICI,Real Estate,Large Cap,2020,2021,2
1621842,Ott David C.,43.14,47.54,61.17,0.07,0.05,0.18,0.05,0.00,0.06,43.07,47.49,60.99,43.09,47.54,61.10,13000000.1,65000000.5,5,1,AXON,Industrials,Large Cap,2018,2019,2
1622458,WEINER RUSSELL J,0.27,0.46,0.36,0.13,0.29,0.42,0.20,0.34,0.35,0.14,0.17,-0.06,0.07,0.12,0.01,505918.945,1011837.89,2,1,DPZ,Consumer Discretionary,Large Cap,2023,2023,1
1622500,ALLISON RICHARD E JR,-0.10,-0.07,-0.05,0.03,0.19,0.18,-0.10,0.07,0.09,-0.13,-0.26,-0.23,0.00,-0.14,-0.14,526343.36,1579030.08,3,2,KVUE,Consumer Staples,Large Cap,2022,2023,2
1622634,Voskuil Steven E,0.03,-0.05,0.05,0.15,0.11,0.32,0.11,0.06,0.21,-0.12,-0.16,-0.27,-0.08,-0.11,-0.16,129140,129140,1,1,HSY,Consumer Staples,Large Cap,2019,2019,1
1623506,Jacoby Rebecca,0.13,0.35,0.43,0.07,0.11,0.24,0.09,0.15,0.17,0.06,0.24,0.19,0.04,0.20,0.26,8970.69,8970.69,1,1,SPGI,Financials,Large Cap,2017,2017,1
1624243,Real Peter,-0.23,-0.18,-0.02,0.01,0.02,0.09,0.03,0.03,0.17,-0.24,-0.20,-0.11,-0.26,-0.21,-0.19,7063.08,14126.16,2,1,ADI,Information Technology,Large Cap,2015,2015,1
1624621,Norris Eric,-0.09,-0.01,0.33,0.11,0.22,0.16,0.04,0.14,0.14,-0.20,-0.23,0.17,-0.13,-0.15,0.19,148702.32,446106.96,3,1,ALB,Materials,Large Cap,2019,2023,2
1625045,Collins James C. Jr.,-0.11,0.38,0.73,-0.05,0.14,0.32,-0.11,0.16,0.44,-0.06,0.24,0.41,0.00,0.22,0.29,127500,127500,1,1,CTVA,Materials,Large Cap,2019,2019,1
1625471,ADAMS JOHN K JR,-0.03,0.09,0.19,0.09,0.24,0.34,0.07,0.21,0.38,-0.12,-0.16,-0.15,-0.10,-0.13,-0.19,183461.3333,550384,3,1,SCHW,Financials,Large Cap,2015,2023,3
1625756,MASCARENAS PAUL ANTHONY,0.53,0.61,0.47,0.05,0.12,0.11,0.11,0.17,0.23,0.48,0.50,0.36,0.42,0.44,0.24,61986.66667,185960,3,2,ON,Information Technology,Large Cap,2015,2018,3
1625775,Kaltenbach Patrick,0.33,0.25,0.16,0.14,0.11,0.09,0.16,0.10,0.14,0.19,0.14,0.07,0.17,0.15,0.02,58500,58500,1,1,MTD,Health Care,Large Cap,2021,2021,1
1625861,Del Rio Frank J,0.41,0.62,0.56,0.09,0.14,0.23,0.08,0.12,0.28,0.32,0.48,0.33,0.33,0.50,0.28,1500457.79,3000915.58,2,1,NCLH,Consumer Discretionary,Large Cap,2016,2016,1
1625870,Ahluwalia Sukhpal S.,0.10,-0.11,-0.18,0.08,0.10,0.13,0.02,0.14,0.16,0.02,-0.21,-0.31,0.08,-0.25,-0.34,47190,47190,1,1,LKQ,Consumer Discretionary,Large Cap,2017,2017,1
1626763,Da Santos Bernerd,0.12,0.27,0.26,0.14,0.15,0.24,0.08,0.05,0.12,-0.02,0.12,0.02,0.04,0.22,0.14,31348.33333,188090,6,1,AES,Utilities,Mid Cap,2015,2023,4
1626781,Iovine Jimmy,0.09,0.15,0.28,0.03,0.13,0.29,0.22,0.35,0.71,0.06,0.02,-0.01,-0.13,-0.20,-0.43,1006867.2,1006867.2,1,1,LYV,Communication Services,Large Cap,2022,2022,1
1627941,Teter Jason P,0.01,0.25,0.23,0.04,0.16,0.27,0.02,0.20,0.30,-0.03,0.09,-0.04,-0.01,0.05,-0.07,25053.28,50106.56,2,1,VMC,Materials,Large Cap,2015,2015,1
1628102,Zipperle Cynthia H,0.31,0.37,0.35,0.25,0.45,0.64,0.17,0.26,0.47,0.06,-0.08,-0.29,0.14,0.11,-0.12,434100,434100,1,1,HUM,Health Care,Large Cap,2020,2020,1
1628240,BHATIA VIKRANT,62.39,89.05,101.11,-0.04,0.03,0.10,-0.03,0.07,0.17,62.43,89.02,101.01,62.42,88.98,100.94,194865,194865,1,1,CPRT,Industrials,Large Cap,2015,2015,1
1628361,Soderstrom Johanna,-0.09,0.18,0.19,0.06,0.27,0.00,-0.10,0.03,0.00,-0.15,-0.09,0.19,0.01,0.15,0.19,246100,246100,1,1,TSN,Consumer Staples,Large Cap,2023,2023,1
1628499,Hession Eric A,3.86,3.52,5.27,-0.06,0.03,0.14,-0.04,0.05,0.11,3.92,3.49,5.13,3.90,3.47,5.16,95400,95400,1,1,CZR,Consumer Discretionary,Mid Cap,2018,2018,1
1628619,Barra Ornella,-0.20,-0.36,-0.36,-0.06,0.08,0.18,-0.01,0.14,0.18,-0.14,-0.44,-0.54,-0.18,-0.50,-0.55,30443177.76,121772711,4,1,WBA,Consumer Staples,Mid Cap,2017,2019,3
1628779,McDade Brian J.,0.40,0.54,0.68,0.22,0.34,0.00,0.15,0.30,0.00,0.18,0.20,0.68,0.25,0.24,0.68,39199.21,39199.21,1,1,SPG,Real Estate,Large Cap,2023,2023,1
1628839,Mendoza Tish,0.77,1.49,1.38,0.41,0.62,0.84,0.16,0.20,0.28,0.36,0.87,0.54,0.61,1.29,1.10,30067.2,30067.2,1,1,AES,Utilities,Mid Cap,2020,2020,1
1628847,Blackburn Katherine H.,0.06,1.01,1.02,0.25,0.45,0.64,0.08,0.51,0.63,-0.19,0.56,0.38,-0.02,0.50,0.39,993720,993720,1,1,FITB,Financials,Large Cap,2020,2020,1
1629039,Acosta Arcilia,-0.19,-0.16,0.04,0.19,0.36,0.49,0.07,0.11,0.21,-0.38,-0.52,-0.45,-0.26,-0.27,-0.17,195800,195800,1,1,VST,Utilities,Large Cap,2020,2020,1
1629304,Wilder John C Jr,0.10,0.46,0.75,0.05,0.16,0.22,0.08,-0.02,0.06,0.06,0.31,0.53,0.03,0.48,0.69,6986703.333,20960110,3,1,NRG,Utilities,Large Cap,2017,2017,1
1629460,Harrison Dean M,-0.24,-0.03,0.04,0.02,0.10,0.19,-0.04,0.19,0.26,-0.26,-0.12,-0.15,-0.20,-0.22,-0.22,37129.54,74259.08,2,1,NTRS,Financials,Large Cap,2015,2015,1
1629472,Viking Global Opportunities Portfolio GP LLC,37.80,44.79,55.45,0.05,0.05,0.17,0.03,0.00,0.07,37.75,44.75,55.28,37.78,44.79,55.38,15000000,45000000,3,1,AXON,Industrials,Large Cap,2018,2019,2
1629476,Viking Global Opportunities GP LLC,37.80,44.79,55.45,0.05,0.05,0.17,0.03,0.00,0.07,37.75,44.75,55.28,37.78,44.79,55.38,15000000,45000000,3,1,AXON,Industrials,Large Cap,2018,2019,2
1629482,Viking Global Opportunities Illiquid Investments Sub-Master LP,37.80,44.79,55.45,0.05,0.05,0.17,0.03,0.00,0.07,37.75,44.75,55.28,37.78,44.79,55.38,15000000,45000000,3,1,AXON,Industrials,Large Cap,2018,2019,2
1630117,Schomburger Jeffrey K,-0.33,-0.33,0.02,0.09,0.03,0.11,0.00,0.00,0.10,-0.42,-0.36,-0.09,-0.33,-0.33,-0.08,202041,202041,1,1,TSN,Consumer Staples,Large Cap,2018,2018,1
1630153,Finley Teresa,0.02,0.08,0.24,0.09,0.12,0.34,0.12,0.10,0.37,-0.07,-0.04,-0.10,-0.10,-0.02,-0.13,259798.8,259798.8,1,1,UNP,Industrials,Large Cap,2022,2022,1
1630173,Sieger Michael D,-0.08,-0.04,0.06,0.02,-0.10,0.05,0.05,-0.16,-0.01,-0.10,0.06,0.01,-0.13,0.12,0.07,475.49,475.49,1,1,PGR,Financials,Large Cap,2015,2015,1
1630788,Murti Arjun N,-0.16,-0.12,-0.07,0.06,0.14,0.24,0.12,0.12,0.08,-0.22,-0.26,-0.30,-0.28,-0.24,-0.14,267326.6667,801980,3,1,COP,Energy,Large Cap,2015,2016,2
1631411,Soto Myrna,-0.18,-0.13,-0.04,0.10,0.19,0.25,0.04,0.06,0.14,-0.28,-0.32,-0.29,-0.22,-0.19,-0.18,40740,40740,1,1,CMS,Utilities,Large Cap,2016,2016,1
1631473,Gitlin David L.,1.19,1.41,2.08,0.21,0.40,0.59,0.35,0.63,0.69,0.98,1.01,1.49,0.84,0.78,1.39,1004771,1004771,1,1,CARR,Industrials,Large Cap,2020,2020,1
1631925,Anderson Melissa H.,0.03,-0.14,-0.08,0.11,-0.04,-0.04,0.01,-0.06,-0.07,-0.08,-0.10,-0.04,0.02,-0.08,-0.01,95730,95730,1,1,VMC,Materials,Large Cap,2021,2021,1
1632154,Page Bradley D.,2.18,2.04,2.39,0.03,0.12,0.26,-0.01,-0.07,-0.04,2.15,1.92,2.13,2.18,2.11,2.43,17773.12,88865.6,5,1,DOC,Real Estate,Large Cap,2015,2019,2
1632346,Haraf William S,-0.18,0.06,0.19,0.01,0.09,0.16,-0.03,0.10,0.22,-0.18,-0.03,0.04,-0.15,-0.04,-0.03,97330,291990,3,1,SCHW,Financials,Large Cap,2015,2016,2
